ENSEMBL,ENTREZID,SYMBOL,DZQV_Plasmablasts,X925L_Plasmablasts,X9JD4_Plasmablasts,G4YW_Plasmablasts,DZQV_B_naive,X925L_B_naive,X9JD4_B_naive,G4YW_B_naive
ENSG00000177182,157807,CLVS1,0.590853,0.368988,0.631509,1.0911793,2.635086,4.650574,4.1832303,4.2063468
ENSG00000198363,444,ASPH,4.6874968,2.9203854,2.9141911,7.12203834,23.989109,31.6139348,31.75943,29.2549484
ENSG00000264408,100616484,MIR4470,0,0,0,0,0,0,0,0
ENSG00000254120,111082988,LINC02155,0,0,0,0,0,0,0,0
ENSG00000185942,286183,NKAIN3,0,0,0,0,0,0,0,0
ENSG00000274956,643763,NKAIN3-IT1,0.299086,0.388208,0.6272098,0.484124,1.81426,4.67467,4.00375,3.20848
ENSG00000137563,8836,GGH,38.11327196,26.43312,23.76293,19.1879,7.16378,5.561828,4.475151,3.727384683
ENSG00000137561,7274,TTPA,0,0.0240149,0.0896937,0.0330213,2.43812,0.688779,0.562779,0.402259
ENSG00000270673,101410533,YTHDF3-AS1,0.164867,0.406156,0.289931,0.340226,0.883173,1.75072,0,0.862099
ENSG00000185728,253943,YTHDF3,10.8904,13.63618977,23.36473646,18.62341807,55.37177061,65.98458004,59.86542179,40.79744095
ENSG00000253894,102724612,LOC102724612,0.0179368,0,0.0506701,0,0,0.109082,0.0388123,0
ENSG00000253554,102724623,LINC01414,1.16824,0.350303,2.05819,1.68865,7.353769,9.058475,13.107745,12.79655
ENSG00000253734,286184,LINC01289,0.0887301,0.0147581,0.072532,0.0841166,0.0948757,0.142723,0.359468,0.373151
ENSG00000254377,100130155,MIR124-2HG,0,0,0,0,0,0,0,0
ENSG00000207816,406908,MIR124-2,0,0,0,0,0,0,0,0
ENSG00000254102,401463,LOC401463,0,0,0,0,0,0,0,0
ENSG00000180828,27319,BHLHE22,0,0,0,0,0,0,0,0
ENSG00000172817,9420,CYP7B1,0,0,0,0,0.440776,0,0,0
ENSG00000280725,552859,LINC00251,0,0,0,0,0,0,0,0
ENSG00000254081,286186,LINC01299,0.147468,0.0444302,0.152364,0,0.300816,1.06141,0.647557,0.348527
ENSG00000104442,55156,ARMC1,12.573,12.472464,12.73596,11.49558,28.8327,28.0696,35.5071,23.159172
ENSG00000066855,9650,MTFR1,4.549008,4.94894825,9.480379771,11.464436,46.9503355,105.479231,57.04283406,65.42336655
ENSG00000205268,5150,PDE7A,4.5995217,5.42172268,5.894699,4.721678,33.332116,100.977883,65.441763,61.50009
ENSG00000147570,85479,DNAJC5B,0.1310548,1.370375,0.0666238,0.766777,1.488131,1.940248,2.222453,1.842726
ENSG00000147573,84675,TRIM55,0.2595422,0.780401,0,0.3525952,0,0,0,0
ENSG00000147571,1392,CRH,0,0,0,0,0,0,0,0
ENSG00000253138,100505659,LINC00967,1.003366,0.1615055,0.1961638,1.445031,1.41357,2.480211,3.792384,8.306745
ENSG00000246145,100505676,RRS1-AS1,0.0321531,0,0.049012,0.013663,0.165222,0.150121,0.177743,0.0788492
ENSG00000179041,23212,RRS1,3.88467,5.68804,7.03458,6.00619,6.69293,6.62272,8.7353,10.9961
ENSG00000147576,137872,ADHFE1,2.2581408,0.795645,1.870810529,2.1115323,10.48273584,4.479606,4.1828528,12.64203116
ENSG00000169085,254778,VXN,0.0277032,0,0.175221,5.5687193,0.108855,0.0640956,0.296461,0.0703927
ENSG00000185697,4603,MYBL1,0.0503208,0.1710137,0.3435878,0.4947472,3.642092,2.196785,2.177898,1.7495865
ENSG00000175073,80124,VCPIP1,2.59767,3.49729,3.74092,3.13808,11.6284,13.9281,13.7826,13.7674
ENSG00000104205,23678,SGK3,5.582420715,8.711911,7.265599038,9.718106887,27.72304,28.41661,37.1273245,25.608986
ENSG00000213005,26255,PTTG3P,0,0,0,0,0,0.753623,0,0
ENSG00000178460,157777,MCMDC2,0.02854458,0.0985526,0.16048,0,0.11554,0.4519249,0.3067689,0.0912667
ENSG00000245910,641638,SNHG6,6.78819,9.968396,6.884521,6.93446,36.29804,72.54016,30.27008,56.8375
ENSG00000254341,641648,SNORD87,0,0,0,0,0,0,0,0
ENSG00000261787,100129654,TCF24,0,0.0225414,0.0979565,0,0,0.086464,0.8511542,1.4027674
ENSG00000178125,286187,PPP1R42,0.165756,0,0.403065,0,0.569313,1.31334,0.877901,0
ENSG00000121022,10987,COPS5,50.032777,49.7484853,33.070157,43.231059,91.6305,59.688056,90.160687,91.3362
ENSG00000104218,79848,CSPP1,5.8570953,4.299168,6.865474,4.797507,10.904807,14.757287,9.657336,10.309923
ENSG00000066777,10565,ARFGEF1,4.884057,4.426453,2.517066,3.521136,5.83641,18.034467,12.261532,10.158648
ENSG00000165078,57094,CPA6,0,0,0,0,0,0,1.04081,0
ENSG00000046889,80243,PREX2,0.046084,0,0.0477512,0.0766026,0.0548106,0.2395941,0.357158,0.2068847
ENSG00000248801,286189,C8orf34-AS1,0.285352,0.513365,0.608038,0.378015,1.84168,2.85206,1.38053,2.26313
ENSG00000165084,116328,C8orf34,0.246285,0.218463,0.485796,0.2476301,0.872529,1.34057,1.37882,1.37717
ENSG00000253658,100505718,LINC01592,0,0,0,0,0,0,0,0
ENSG00000253479,100505739,LINC01603,0,0,0,0,0,0,0,0
ENSG00000137573,23213,SULF1,0.269051,0.70717,0.9690642,0,0.0620067,1.6482,0.4632315,0.0568918
ENSG00000137571,81796,SLCO5A1,1.35819,1.1176271,1.615779,1.860352,0.643868,0.619612,1.369622323,1.01921
ENSG00000246528,101929759,LOC101929759,1.581403,2.101659,0.555941,2.201217,4.541537,14.683896,14.67175,13.01532
ENSG00000147596,63978,PRDM14,0.0195959,0.0536856,0.113767,0.0824499,0.568588,0.818606,0.659053,0.80387
ENSG00000140396,10499,NCOA2,7.334372,8.2770443,14.412632,9.826904,26.45002,43.67358,21.438504,25.702738
ENSG00000253967,101926892,LOC101926892,0.140247,0.189432,0.355004,0.305126,1.13118,0.95987,1.19097,1.41067
ENSG00000067167,23471,TRAM1,347.423718,293.750438,365.221281,197.027862,132.998952,149.248077,155.665863,100.29222
ENSG00000246366,286190,LACTB2-AS1,1.395746,0.2063164,2.1590007,2.0559805,6.42851,7.332344,9.38323,10.564347
ENSG00000147592,51110,LACTB2,9.48857,7.47541,8.657768,6.485704,14.6862,13.144421,20.79668,17.784687
ENSG00000221947,389668,XKR9,0.159451019,0,0.318928,0.264947,1.3246,2.281304,2.602285,2.49527
ENSG00000104313,2138,EYA1,0.133126,0.112657,0.159867,0.322293,0.702751,1.14667,1.41023,1.00459
ENSG00000235531,100132891,MSC-AS1,0.0718979,4.111892,5.324088,4.636227,0.958078,2.70165,2.754928951,3.1244
ENSG00000178860,9242,MSC,1.022461,8.174453,2.65645,2.4071689,0.738152,0.106981,0,0.117631
ENSG00000104321,8989,TRPA1,0,0.072613535,0.1938608,0.2263578,0,0,0,0
ENSG00000182674,9312,KCNB2,0,0,0,0,0,0,0,0
ENSG00000253726,101926908,LOC101926908,0,0,0,0,0,0,0,0
ENSG00000147601,7013,TERF1,14.344289,15.405256,12.158974,4.350354,25.302538,35.28903,44.74491,43.3888
ENSG00000164764,157869,SBSPON,0.0812271,0.0163477,0.4386483,0.0653787,1.03572,0.949905,0.878847,0.77408
ENSG00000274443,100130301,C8orf89,0,0,0,0,0.753927,0,0.452882,0
ENSG00000147604,6129,RPL7,328.026334,428.859288,343.619551,361.409839,1030.474046,1196.810574,961.50786,1350.529362
ENSG00000121039,157506,RDH10,0.725081,0.62614,0.588947,0.655153,0.146757,0.0832439,0.142365,0.609407
ENSG00000250295,101926926,RDH10-AS1,0,0,0.0315018,0,0,0,0,0
ENSG00000253302,100128126,STAU2-AS1,0.0501675,0.0935835,0.287661,0,0.266791,0.610131,0.527833,0.657283
ENSG00000040341,27067,STAU2,14.04707662,16.29116359,20.49559547,15.24219456,22.2818075,24.47424768,42.67132123,23.8538497
ENSG00000104343,55284,UBE2W,3.928589,4.066,7.713529,7.46278,31.668717,55.03602,38.61359,28.70687679
ENSG00000154582,6921,ELOC,11.35158556,8.0868,12.158048,10.344497,24.15917,18.28412748,27.11277967,25.27424
ENSG00000175606,54968,TMEM70,17.90978,17.22712,10.684734,13.331231,23.7061937,12.108103,27.92998,19.54342
ENSG00000154589,23643,LY96,1.16046,4.18648,3.484198,5.55676,3.41626,2.756210466,5.1336,5.123045
ENSG00000253983,105375903,LOC105375903,0.160319,0,0.248625,0,0,0,0,0
ENSG00000104369,56704,JPH1,0,0,0,0,0,0,0,0
ENSG00000104381,54332,GDAP1,3.21632,3.566782,4.208502,2.601280001,10.2249,9.919917,9.9433,11.29467288
ENSG00000266502,100847058,MIR5681A,0,0,0,0,0,0,0,0
ENSG00000283505,100847091,MIR5681B,0,0,0,0,0,0,0,0
ENSG00000254349,441355,MIR2052HG,0.143528,0.175201,0.177788,0.605385,5.356438,3.37344,5.673927,2.43342
ENSG00000283188,100302260,MIR2052,0,0,0,0,0,0,9.39472,0
ENSG00000137558,51050,PI15,0,0,0,0,0.385028,0,0.498445,0
ENSG00000121005,83690,CRISPLD1,0,0,0,0,0.1879119,0,0,0
ENSG00000249395,101805492,CASC9,0,0.187535,0.1892595,0.851612,0.404221,1.106716,1.691304,1.713071
ENSG00000164749,3174,HNF4G,0,0,0,0.279135,0,2.0774528,0.8449034,1.8316326
ENSG00000254300,101926978,LINC01111,0,0,0,0,0,0.0668682,0.137341,0
ENSG00000253661,100192378,ZFHX4-AS1,0,0,0,0,0,0,0,0
ENSG00000091656,79776,ZFHX4,0.322287,0.0949791,0,0.146454,0,0.125744,0,0
ENSG00000266712,100422921,MIR3149,0,0,0,0,0,0,23.0215,4.94383
ENSG00000164751,5828,PEX2,26.203606,26.82623,23.626654,30.045267,40.639314,42.320096,49.23846,51.40989
ENSG00000254266,101927003,PKIA-AS1,0.0232109,1.39301,0,0.239431,0,0.2553189,0.567241,0.478592
ENSG00000171033,5569,PKIA,2.870954,3.617234,2.783329,0.407273,4.25321,12.04371,6.7322,7.9357
ENSG00000104427,51101,ZC2HC1A,2.78971,4.893036,6.021455,5.577407,19.99268,5.427303,31.06524,8.42444
ENSG00000104432,3574,IL7,5.528792,2.504273,1.4234248,1.35187785,36.58671,16.743126,50.0693,33.395772
ENSG00000104435,11075,STMN2,0,0,0,0.3101665,0,0,0,0
ENSG00000164683,23462,HEY1,0,1.106459,0,0.83862,0,0,0,0
ENSG00000272138,101927067,LINC01607,0,0.126244,0.240187,0,0,0,0,0
ENSG00000249328,101927040,LOC101927040,0.11123,0.0578545,0.0916808,0.133272,0.570085,0.410717,0.74455,0.595944
ENSG00000147586,28957,MRPS28,10.3693794,9.482947,14.442144,16.99623,24.986383,26.161189,34.83036,28.5760224
ENSG00000076554,7163,TPD52,146.845838,123.717636,132.475223,111.2619308,200.6139479,207.382235,221.82938,199.95043
ENSG00000265588,100847056,MIR5708,0.392933,0.81712,0,0,0,0,0,0
ENSG00000205189,65986,ZBTB10,0.0212076,0,0.3665953,0.3607425,6.3618448,8.926162,5.758940223,3.985389
ENSG00000164684,619279,ZNF704,0.00593806,0.0177157,0.0101915,0.00396128,0.0618831,0.040963,0.0425678,0.0449813
ENSG00000076641,55824,PAG1,2.8139277,7.25931,6.021147,3.793642,6.98458,26.433127,4.561282,8.75384
ENSG00000253214,105375924,LOC105375924,0.875319,0.218146,0.447989,0.436527,3.54559,8.5507,7.35018,4.94572
ENSG00000164687,2171,FABP5,16.889688,12.958201,12.88679,9.173653,2.26157,10.185177,1.255597,6.88926
ENSG00000147588,5375,PMP2,0.0123032,0.0153336,0.0854559,0.116951,0.109994,0.330161,0.220808,0.0661144
ENSG00000205186,646480,FABP9,0,0,0,0,0,0,0,0
ENSG00000170323,2167,FABP4,0,0,0,0,0,0,0,0
ENSG00000197416,646486,FABP12,0,0,0,0,0,0,0,0
ENSG00000133731,3612,IMPA1,9.334152,7.86099,7.686852,10.376721,16.214892,23.611838,21.149744,23.649367
ENSG00000253598,347051,SLC10A5,0,0.12844,0,0,0,0,0,0
ENSG00000104231,79752,ZFAND1,24.686996,25.651271,21.722184,26.236834,46.632031,24.64397254,42.15464,31.280027
ENSG00000164695,92421,CHMP4C,0.136382,0.235398,0.641345,0.567203,0.180646,0.845195,0.454682,0.191011
ENSG00000104497,64089,SNX16,1.353096,5.056518,1.292624,2.0438741,5.8973394,5.069011,11.592135,9.17320855
ENSG00000254123,105375929,LINC02839,0.167723,0,0,0,0,0,0,0
ENSG00000254394,101927141,LOC101927141,0,0,0,0,0,0,0,0
ENSG00000253898,103352670,LINC01419,0,0,0.0394656,0.123469,0.092595,0,0,0.176689
ENSG00000184672,138046,RALYL,0,0,0,0,0,0,0,0
ENSG00000133739,85444,LRRCC1,2.5608,1.289598,1.494687,2.666383,2.453384,1.708062,4.39273,2.258778
ENSG00000260493,102723322,LOC102723322,0.0864285,0.0971341,0.0928923,0.0559986,0.331316,0.659438,1.71132,1.7927
ENSG00000133740,1875,E2F5,45.634874,26.06895,36.85363,27.74235,64.33351565,34.395332,60.38654,45.095693
ENSG00000176731,401466,RBIS,18.7618856,17.93624893,24.162767,19.77410211,67.739625,60.761986,42.61738,51.244915
ENSG00000185015,377677,CA13,0.503602,1.118622,2.217208,2.103248,7.995021,17.66271,13.94892,10.9307
ENSG00000133742,759,CA1,4.1691,1.688696,2.54420789,0.74896,77.26679,12.976637,56.283799,12.34684087
ENSG00000164879,761,CA3,0,0,0,0,0.942158,2.67543,0.323179,1.89118
ENSG00000104267,760,CA2,0.693578,0.6936281,0.704684,1.08739,14.30949,4.57598,8.87776,4.992899
ENSG00000147614,245972,ATP6V0D2,0.332045,0.0227779,0.617548,0.0828718,0.6255,2.42663,3.150159,1.906346
ENSG00000147613,85481,PSKH2,0,0,0,0,0,0,0,0
ENSG00000164893,157724,SLC7A13,0,0,0,0,0.0788749,0,0,0
ENSG00000254231,105375624,LOC105375624,0.491563,0.119278,0.151562,0.0443653,0.337408,0.688689,0.391398,0.177086
ENSG00000123124,11059,WWP1,9.627893,8.724164,15.618634,12.677764,37.7705668,53.677358,72.449348,42.55669
ENSG00000176623,51115,RMDN1,35.812899,33.264671,36.706155,32.919819,72.4731783,116.373879,145.51394,98.531909
ENSG00000085719,8895,CPNE3,19.820827,19.994011,36.408678,25.015446,63.4607,47.00459,43.097913,54.188492
ENSG00000170289,54714,CNGB3,0.7955352,0.542841,0,0,2.1667996,0.34958,0.895192,2.895045
ENSG00000176571,168975,CNBD1,0,0,0,0,0.325202,0,0,0
ENSG00000176566,138009,DCAF4L2,0,0,0,0,0,0,0,0
ENSG00000156103,4325,MMP16,0,0,0,0,0,0.0084922,0,0
ENSG00000251136,101929709,LOC101929709,2.8985766,3.8538035,2.466285,2.904294,14.871668,12.346941,21.044091,13.572435
ENSG00000104312,8767,RIPK2,19.8665,14.727457,11.199156,10.666448,117.16018,44.34281,34.43034,35.92415
ENSG00000164823,734,OSGIN2,1.980556,2.159661,1.40454,2.163873034,3.97004,11.669626,6.13533,8.20271
ENSG00000104320,4683,NBN,22.451493,20.052286,20.821612,12.963773,47.421318,71.700101,56.433612,45.989632
ENSG00000104325,1666,DECR1,86.73775,63.612748,64.713121,65.09675203,113.012355,63.731676,68.67315601,100.394487
ENSG00000104327,793,CALB1,0,0.0869464,0.103576,0,0,0.0186234,0.8086943,1.4408784
ENSG00000253394,100874052,LINC00534,0,0.183617,0.0871565,0,0,2.169713,0.366917,0.198531
ENSG00000253799,101937451,LINC01030,0,0,0,0,0,0,1.39242,0
ENSG00000180694,169200,TMEM64,1.9344013,4.383788,3.170399003,1.941256,3.780962,7.219206,5.155359454,5.637668804
ENSG00000123119,64168,NECAB1,0.0217884,0.0187494,0.0224651,0.011188,0.410327,1.601661,0.667389,1.54202
ENSG00000253250,100127983,C8orf88,0.122379,0,0,0,0.604692,2.88262,1.68111,1.97956
ENSG00000155099,55529,PIP4P2,6.917793,2.5113055,6.89673,4.021893,33.30136,22.60601,19.30102,25.9391
ENSG00000253738,100506365,OTUD6B-AS1,8.900733,6.6859404,11.146629,11.667464,28.09458,19.561189,27.01112,20.016923
ENSG00000155100,51633,OTUD6B,5.778622726,8.280418,8.835245001,8.888601,20.021447,28.078826,21.693915,12.842546
ENSG00000214954,100130742,LRRC69,2.470054,0.386394,1.932767,3.352238,7.069783,11.377619,5.434356,7.770674
ENSG00000266194,100616245,MIR4661,0,0,0,0,0,0,0,0
ENSG00000147606,115111,SLC26A7,0.202019,0,0,0,0,0,0,0.415818065
ENSG00000079102,862,RUNX1T1,0.0128865,0.0314628,0.0310656,0.0531339,0.0702894,0.1201456,0.220083,0.0336912
ENSG00000253682,105375638,LOC105375638,0,0,0,0,0,0,0,0
ENSG00000253634,102724710,LOC102724710,0,0,0,0,0,0,0,0
ENSG00000253177,101926956,LOC101926956,0,0,0,0,0,0,0,0
ENSG00000248858,441369,FLJ46284,0.0410467,0,0,0.0551576,1.09844,0.550262,0.925185,0.546185
ENSG00000205133,286144,TRIQK,1.638408,0.949456,0.127406,1.838191001,9.560603,8.984242,9.328801819,9.3825907
ENSG00000277063,102467005,MIR8084,0,0,0,0,0,0,0,0
ENSG00000279847,389676,C8orf87,0,0,0,0,0,0,0,0
ENSG00000246662,642924,LINC00535,0.0735996,0,0,0.0331227,0.193474,0.227759,0,0.18786
ENSG00000188343,137392,FAM92A,0.489791107,0.339788,0.2939137,1.6714692,1.430806,8.6468049,1.153613,2.653991
ENSG00000183808,389677,RBM12B,3.144921,5.4429185,4.095008,5.735658,20.5959683,36.583907,15.135569,20.32475996
ENSG00000279331,55472,RBM12B-AS1,0.813322,1.98677,0.22238,1.69744,7.01974,8.72991,1.83241,7.33361
ENSG00000164953,91147,TMEM67,2.1633644,2.8666858,2.021858,1.4305985,8.970276,11.6727107,13.73408176,5.126324
ENSG00000164951,54704,PDP1,16.432045,21.38304,17.015004,21.825434,37.613087,35.89297,36.93133,34.50769
ENSG00000284288,100616169,MIR378D2,1.48325,0,0,0,0,0,0,0
ENSG00000079112,1015,CDH17,0.3368666,0.2639333,1.1969273,0.1290032,1.4473878,2.963412,1.692015,3.25569
ENSG00000164949,2669,GEM,0.550555,0,0,0,0,2.009012,0.572255,0
ENSG00000197275,25788,RAD54B,1.260159,0.84582,1.5025046,0.896022,7.905639,2.7093738,2.787214,2.006774
ENSG00000164944,25962,VIRMA,6.1231102,11.094974,9.241052,6.915179,27.663572,34.31407,28.550721,22.560055
ENSG00000253704,101926977,LOC101926977,0.278666,0,0,0,2.33395,0.256191,0.0986603,1.34238
ENSG00000261437,100288748,LOC100288748,0.0576976,0,0.0393861,0,0.187052,0.538598,0.115162,0.332642
ENSG00000104413,54845,ESRP1,0.454859,0,0.160629,0,0.5906,1.71995,1.52738,0.663572
ENSG00000156162,286148,DPY19L4,3.248991,3.069466,1.450849,3.829198,5.52872028,7.983972,4.4735522,9.03676
ENSG00000164941,55656,INTS8,30.202854,24.277639,29.461857,17.869628,26.68509,80.393734,79.80333,64.978624
ENSG00000175305,9134,CCNE2,5.293357,3.18747435,4.637639,3.012507,2.612783,1.626139,0.258893,0.568772
ENSG00000156170,137682,NDUFAF6,18.02261632,16.362301,23.438852,23.1178287,64.466974,45.786812,51.626744,61.028028
ENSG00000164938,94241,TP53INP1,75.0901,78.1675,98.6766,90.2593,60.6206,92.9394,56.3217,51.0086
ENSG00000245080,105375650,MIR3150BHG,0,0,0,0,1.314196,1.154324,0.286346,0.395196
ENSG00000284147,100500907,MIR3150B,0,0,0,0,0,0,0,0
ENSG00000283522,100422964,MIR3150A,0,0,0,0,0,0,0,0
ENSG00000175895,79666,PLEKHF2,14.8337584,15.1646,15.01744,12.4694,73.60763,200.661,155.62633,151.8674
ENSG00000253773,100616530,C8orf37-AS1,0,0,0,0,6.5771,5.92544,0.74931,1.26198
ENSG00000253351,619344,LINC01298,0,0,0,0,0,0,0,0
ENSG00000156172,157657,C8orf37,0.167525,0.03353,0.0535994,0,0.672007,2.83168,8.06955,3.64658
ENSG00000156466,392255,GDF6,0,0,0.0276048,0.0161004,0,0,0.0383481,0
ENSG00000156467,7381,UQCRB,17.079187,17.227593,27.262752,25.145919,13.205113,55.39732094,33.568412,26.43231
ENSG00000254224,101927039,LOC101927039,0,0,0,0,0,1.15983,1.77371,0
ENSG00000156469,51001,MTERF3,9.8877,4.80733,8.002623,12.935763,17.92141,12.99591,20.881336,23.92451
ENSG00000156471,9791,PTDSS1,82.544489,62.743707,77.322025,64.661974,196.56008,232.37149,218.79614,138.91467
ENSG00000169439,6383,SDC2,0.501375674,0,0,0,0.030823,0,0.0279868,0.0298922
ENSG00000104324,10404,CPQ,2.452483,1.328261,1.549117,3.183984,30.555102,20.17468904,16.789818,23.32126
ENSG00000180543,85453,TSPYL5,0.0292816,0,0,0.078683,2.9109,2.54876,3.24645,1.93116
ENSG00000207215,109617016,SNORD3H,0,0,0,0.943968,0,1.64722,0,0
ENSG00000147649,92140,MTDH,163.262931,104.4216,88.006879,40.478,28.55714,45.17591,72.71742,64.243262
ENSG00000104341,55353,LAPTM4B,0.0176113,0.040473,0.040729,0.045914,0.138742,0.835145,0.299614,0.556888
ENSG00000132561,4147,MATN2,0.0329854,0,0.99352,0.0802599,1.886768,5.520639,7.0325557,0.8678655
ENSG00000156482,6156,RPL30,70.70107,115.995154,150.660844,139.045465,285.5319,1274.756303,612.7681,763.857458
ENSG00000207067,26775,SNORA72,0,0,0,0,0,0,0,0
ENSG00000177459,203111,ERICH5,0,0,0,0,0,0,0,0
ENSG00000132541,10247,RIDA,7.21171,8.07147,5.647516,4.639581,11.264744,4.504,6.1597,7.496727
ENSG00000104356,10940,POP1,3.095326,1.179666,1.055514,1.722155,3.384274,2.125444,1.179174,5.068629
ENSG00000104361,79815,NIPAL2,4.834805,3.674351,7.85954,5.107216,23.98024,44.24628,49.02058,31.52812
ENSG00000104375,6788,STK3,2.880408,3.074092046,2.90417,3.7909049,15.174119,12.632684,10.679217,13.872724
ENSG00000156486,3788,KCNS2,0,0,0,0,0,0,0,0
ENSG00000164920,116039,OSR2,0.301371,0.298671,0.605817,0.185124,7.90592,0.879909,0,0
ENSG00000253948,105375666,VPS13B-DT,1.4424,1.84786,0.291064,1.03331,0.668049,4.68935,1.79284,0.657185
ENSG00000132549,157680,VPS13B,11.857655,11.926583,19.6931254,14.119861,44.28134,84.361495,65.21558,43.947313
ENSG00000207804,693184,MIR599,0,0,5.40916,0,0,7.73254,0,0
ENSG00000216069,100126309,MIR875,0,0,0,0,0,0,0,0
ENSG00000164919,1345,COX6C,27.5297935,39.978772,54.83843367,37.729341,21.76661734,84.03398769,42.271848,50.895434
ENSG00000132554,26166,RGS22,0.153393,0,0.161064882,0.0256271,0.461952,0.6375674,0.9003864,0.0484243
ENSG00000212414,109616982,SNORD77B,0,0,0,0,0,0,0,0
ENSG00000156509,286151,FBXO43,0.2442719,0.0637491,0.680884,0.46213,0.372125,0.3204998,0.809985,0.360515
ENSG00000147669,5440,POLR2K,12.57528,13.86153,13.003768,12.407528,68.28073,49.64364,40.57497,53.66033
ENSG00000104450,6674,SPAG1,1.066466016,1.321315,0.935622,1.340295,3.06549,1.503798,2.669389,5.137625
ENSG00000034677,25897,RNF19A,25.332793,25.574819,33.071008,40.252768,98.86172927,154.13485,117.63546,102.29761
ENSG00000265599,100616451,MIR4471,0,0,0,0,0,0,0,0
ENSG00000186106,157567,ANKRD46,8.61396894,7.240351,8.589367,9.045101,14.085148,10.313307,15.655394,10.189799
ENSG00000174226,169166,SNX31,0,0,0,0,0,0.767371,0,0
ENSG00000070756,26986,PABPC1,494.584405,427.10957,404.725036,439.69269,1290.931582,1572.98187,1214.482819,1140.492996
ENSG00000284570,102466854,MIR7705,0,0,0,0,0,0,0,0
ENSG00000164924,7534,YWHAZ,436.443207,311.218566,433.672387,398.390639,974.5742103,938.1678914,870.8878369,769.8246405
ENSG00000248599,441374,FLJ42969,0,0,0,0,0,0,0,0
ENSG00000120963,51123,ZNF706,67.646332,103.952958,92.323223,98.908864,108.314705,165.57884,134.329969,161.79809
ENSG00000253679,105375679,LINC02844,0,0.200386,0,0.164374,0.312902,0.448779,0.58444,0.324526
ENSG00000228224,83955,NACA4P,0,0.0385302,0.20056,0.186699,0.270023,1.08822,0.680916,0.529271
ENSG00000253644,105375680,LINC02845,0,0,0,0,0,0,0,0
ENSG00000083307,79977,GRHL2,0.129637,0.162321,0.352959,0.1953445,0.906802,2.06244,3.48726,2.009806
ENSG00000104490,83988,NCALD,2.57721,1.1485904,1.5315677,4.553117,3.340314,2.881126,3.806738,4.66183
ENSG00000266756,100847001,MIR5680,0,0,0,0,0,0,0,0
ENSG00000048392,50484,RRM2B,3.420893,3.682666,5.356956,4.545194043,37.072342,61.0830488,48.02963,33.43931
ENSG00000104517,51366,UBR5,33.80252,32.19186608,24.615403,37.90758612,32.697284,39.57791,37.67899977,21.60778801
ENSG00000253633,107986898,LOC107986898,5.298098,9.042866,12.06277,12.583077,0.723978,0.189172,0.225339,0
ENSG00000155087,4956,ODF1,0.260532,0.329255,1.076341,0.0709969,0,0,0,0
ENSG00000155090,7071,KLF10,18.249094,27.030218,34.022035,33.5457801,45.4372,19.5627,11.374855,17.929892
ENSG00000155096,51582,AZIN1,47.266912,55.634415,71.398814,57.9751709,93.79908,95.823356,74.697805,53.056725
ENSG00000155097,528,ATP6V1C1,23.09144297,16.568089,16.71495649,17.68701174,45.2233,43.96198,33.13838,26.79795
ENSG00000236939,157556,BAALC-AS2,0,0,0,0,0,0,0,0
ENSG00000164929,79870,BAALC,0.0708353,0,0,0,1.256225,0,0.170717,0
ENSG00000265657,100422992,MIR3151,0,0,0,0,0,0,0,0
ENSG00000247081,105369147,LOC105369147,0.463317,0,0.547601,0.8908248,2.13353,6.60642,2.158531,1.437154
ENSG00000164930,8323,FZD6,1.13631212,0.266309701,2.171345003,0.9569003,1.813736,6.017476028,0.998529,2.971087856
ENSG00000164932,115908,CTHRC1,0.474927,0.721504,0,0.161322,0,0.855695,2.060738,1.0365
ENSG00000164933,81034,SLC25A32,14.23639,16.83995402,20.080599,16.53858,45.03513472,54.92655,47.783264,40.1424147
ENSG00000164934,25879,DCAF13,41.285255,40.0358373,41.511526,40.616067,47.21776,43.8003878,52.534823,47.46794
ENSG00000176406,9699,RIMS2,0.0253645,0.1907266,0.422531,0.533327,0.994934,1.443898,4.533537,1.246302
ENSG00000147647,1807,DPYS,0,0,0,0,0,0,0,0
ENSG00000164935,81501,DCSTAMP,0,0,0,0,0,0,0,0
ENSG00000208032,693127,MIR548A3,0,0,0,0,0,0,0,0
ENSG00000147650,29967,LRP12,0.0608466,0.1769871,0.0239312,0.0122118,0.3479389,0.535507,0.872542,0.5502123
ENSG00000169946,23414,ZFPM2,0.237066,0.347891,0.322451,0.1153096,1.253012,1.580024,1.193063,0.108591
ENSG00000254041,101927392,LOC101927392,0,0,0,0,0,0,0,0
ENSG00000164830,55074,OXR1,28.62323177,29.075005,50.89963235,30.069492,48.5637,90.8717966,93.57104084,77.36082456
ENSG00000253582,105375700,LOC105375700,1.13882,0.53521,0.169348,2.7943,2.71739,0.682447,1.74118,1.52194
ENSG00000174429,137735,ABRA,0.264746,0.357695,0.663384,0.906601,0.649021,0.719425,3.50838,1.137
ENSG00000154188,284,ANGPT1,0.06786437,0.12731155,0,0,1.954895468,0.6002218,0.6336707,0.333883
ENSG00000147655,340419,RSPO2,0,0,0,0,0,0,0,0
ENSG00000104408,3646,EIF3E,142.622979,122.930714,114.836696,153.6517089,267.4598,238.354864,311.6026,281.99907
ENSG00000104412,9694,EMC2,13.345438,10.0451,13.888306,21.00243,28.490272,9.715463,16.471738,19.871141
ENSG00000164841,157753,TMEM74,0,0,0,0.221416,0,0,0,0
